Kode_Okupasi,Okupasi,Kode_Unit_Kompetensi,Judul_Unit_Kompetensi,Status_UK,Referensi
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),M.702090.003.01,Mengelola Jadwal Waktu Proyek (Project Time Management),Berlaku,Nomor 349 Tahun 2014
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),M.702090.007.01,Mengelola Komunikasi Proyek (Project Communication Management),Berlaku,Nomor 349 Tahun 2014
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),J.62SAD00.002.1,Melakukan identifikasi sumber kebutuhan,Berlaku,Nomor 44 Tahun 2017
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),J.62SAD00.003.1,Menentukan Teknik Elisitasi yang Sesuai,Berlaku,Nomor 44 Tahun 2017
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),J.62SAD00.009.1,Meninjau ulang (review) kebutuhan perangkat lunak melalui spesifikasi dan prototipe,Berlaku,Nomor 44 Tahun 2017
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),J.62SAD00.010.1,Melakukan validasi model dan uji penerimaan pengguna,Berlaku,Nomor 44 Tahun 2017
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),J.62SAD00.012.1,Merancang Komponen Perangkat Lunak,Berlaku,Nomor 44 Tahun 2017
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),TIK.SM02.009.01,Memberikan Pelayanan Produk-Produk Teknologi Informasi Sesuai Kebutuhan Bisnis,Dicabut,Nomor 610 Tahun 2012
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),TIK.SM02.006.01,Mengelola Instalasi Dan Pemeliharaan Sistem Perangkat Lunak,Dicabut,Nomor 610 Tahun 2012
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),TIK.SM02.001.01,Mengelola Kemampuan Dan Fungsionalitas Dari Seluruh Komponen TI,Dicabut,Nomor 610 Tahun 2012
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),,Menyusun rencana Sprint,,
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),,Menentukan visi dan tujuan produk,,
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),,Mengembangkan backlog produk,,
TIK.ITG0602,PEMILIK PRODUK (PRODUCT OWNER),,Memantau kemajuan pengembangan produk,,
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.001.01,Menentukan Metode Pemodelan Arsitektur Bisnis dan Business Building Block yang Diperlukan,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.004.01,Menyusun Roadmap Arsitektur Bisnis,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.005.01,Mengevaluasi Artefak Arsitektur dalam Architecture Landscape yang Terkait dengan Arsitektur Bisnis,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.006.01,Memfinalisasikan Arsitektur Bisnis,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.007.01,"Menentukan Metode Pemodelan, Sudut Pandang dan Perangkat Bantu untuk Merancang Arsitektur Data",Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.008.01,Menyusun Roadmap dan Komponen Arsitektur Data,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.009.01,Memfinalisasikan Arsitektur Data,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.010.01,"Menentukan Metode Pemodelan, Sudut Pandang dan Perangkat Bantu untuk Merancang Arsitektur Aplikasi",Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.011.01,Menyusun Roadmap dan Komponen Arsitektur Aplikasi,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.013.01,Menentukan Metode Pemodelan Arsitektur Teknologi dan Technology Building Block yang Diperlukan,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.014.01,Menyusun Roadmap dan Komponen Arsitektur Teknologi,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0603,ARSITEK PERUSAHAAN (ENTERPRISE ARCHITECT),J.620200.015.01,Memfinalisasikan Arsitektur Teknologi,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0604,ARSITEK TEKNOLOGI (TECHNOLOGY ARCHITECT),J.620200.015.01,Memfinalisasikan Arsitektur Teknologi,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0604,ARSITEK TEKNOLOGI (TECHNOLOGY ARCHITECT),J.63HOS00.002.2,Menentukan Teknologi Cloud Computing,Berlaku,Nomor 102 Tahun 2023
TIK.ITG0604,ARSITEK TEKNOLOGI (TECHNOLOGY ARCHITECT),J.63HOS00.005.2,Merekayasa Arsitektur Virtualisasi Sistem Public/Private/Hybrid/Sovereign Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.ITG0605,KONSULTAN TI (IT CONSULTANT),ICTPMG503,Prepare a project brief,,ICTPMG
TIK.ITG0605,KONSULTAN TI (IT CONSULTANT),ICTPMG504,Prepare project specifications,,ICTPMG
TIK.ITG0605,KONSULTAN TI (IT CONSULTANT),ICTPRG512,Prepare for the build phase of an ICT system,,ICTPRG
TIK.ITG0605,KONSULTAN TI (IT CONSULTANT),ICTPRG513,Coordinate the build phase of an ICT system,,ICTPRG
TIK.ITG0605,KONSULTAN TI (IT CONSULTANT),ICTPRG516,Develop integration blueprint for ICT systems,,ICTPRG
TIK.ITG0606,AUDITOR TI (IT AUDITOR),M.70ATI00.002.2,Menganalisis Risiko Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0606,AUDITOR TI (IT AUDITOR),M.70ATI00.003.2,Menyusun Rencana Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0606,AUDITOR TI (IT AUDITOR),M.70ATI00.009.1,Menilai Hasil Pelaksanaan Prosedur Audit Atas Kontrol Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0606,AUDITOR TI (IT AUDITOR),M.70ATI00.014.2,Menyusun Hasil Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0606,AUDITOR TI (IT AUDITOR),M.70ATI00.015.2,Menyusun Rekomendasi Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0606,AUDITOR TI (IT AUDITOR),M.70ATI00.018.2,Memverifikasi Kelayakan Tindak Lanjut Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0607,SUPERVISOR AUDIT TI (IT AUDIT SUPERVISOR),M.70ATI00.012.2,Menyupervisi Kelayakan Pelaksanaan Prosedur Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0501,PERENCANA KAPASITAS MUDA (ASSOCIATE CAPACITY PLANNER),ICASAS505A,Review and update disaster recovery and contingency plans,,ICASAS
TIK.ITG0501,PERENCANA KAPASITAS MUDA (ASSOCIATE CAPACITY PLANNER),ICTSAS417,Undertake ICT system capacity planning,,ICTSAS
TIK.ITG0501,PERENCANA KAPASITAS MUDA (ASSOCIATE CAPACITY PLANNER),TIK.SM03.006.01,Memantau Pelayanan Prosedur Tingkat Layanan,Dicabut,Nomor 610 Tahun 2012
TIK.ITG0502,ARSITEK PERUSAHAAN MUDA (ASSOCIATE ENTERPRISE ARCHITECT),J.620200.009.01,Memfinalisasikan Arsitektur Data,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0502,ARSITEK PERUSAHAAN MUDA (ASSOCIATE ENTERPRISE ARCHITECT),J.620200.010.01,"Menentukan Metode Pemodelan, Sudut Pandang dan Perangkat Bantu untuk Merancang Arsitektur Aplikasi",Berlaku,Nomor 90 Tahun 2015
TIK.ITG0502,ARSITEK PERUSAHAAN MUDA (ASSOCIATE ENTERPRISE ARCHITECT),J.620200.012.01,Memfinalisasikan Arsitektur Aplikasi,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0502,ARSITEK PERUSAHAAN MUDA (ASSOCIATE ENTERPRISE ARCHITECT),J.620200.013.01,Menentukan Metode Pemodelan Arsitektur Teknologi dan Technology Building Block yang Diperlukan,Berlaku,Nomor 90 Tahun 2015
TIK.ITG0503,KONSULTAN TI MUDA (ASSOCIATE IT CONSULTANT),ICTPMG401,Support small scale ICT projects,,ICTPMG
TIK.ITG0503,KONSULTAN TI MUDA (ASSOCIATE IT CONSULTANT),ICTPRG415,Apply skills in object-oriented design,,ICTPRG
TIK.ITG0503,KONSULTAN TI MUDA (ASSOCIATE IT CONSULTANT),ICTPRG416,Manage a software component re-use library,,ICTPRG
TIK.ITG0503,KONSULTAN TI MUDA (ASSOCIATE IT CONSULTANT),ICTPRG419,Analyse software requirements,,ICTPRG
TIK.ITG0503,KONSULTAN TI MUDA (ASSOCIATE IT CONSULTANT),ICTPRG426,Prepare software development review,,ICTPRG
TIK.ITG0503,KONSULTAN TI MUDA (ASSOCIATE IT CONSULTANT),ICTTEN426,Design network projects,,ICTTEN
TIK.ITG0503,KONSULTAN TI MUDA (ASSOCIATE IT CONSULTANT),ICTWEB416,Customise Content Management System,Berlaku,Nomor 22 Tahun 2019
TIK.ITG0503,KONSULTAN TI MUDA (ASSOCIATE IT CONSULTANT),J.612000.033.01,Menjelaskan Mobile Network Management,Berlaku,Nomor 458 Tahun 2015
TIK.ITG0504,ASISTEN AUDIT TI (IT AUDIT ASSISTANT),M.70ATI00.005.1,Mengidentifikasi Kontrol Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0504,ASISTEN AUDIT TI (IT AUDIT ASSISTANT),M.70ATI00.006.1,Mengevaluasi Rancangan Kontrol Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0504,ASISTEN AUDIT TI (IT AUDIT ASSISTANT),M.70ATI00.007.1,Mengevaluasi Pelaksanaan Kontrol Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0504,ASISTEN AUDIT TI (IT AUDIT ASSISTANT),M.70ATI00.008.1,Menganalisis Risiko Dari Kondisi Kontrol Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0504,ASISTEN AUDIT TI (IT AUDIT ASSISTANT),M.70ATI00.017.2,Mengidentifikasi Tindak Lanjut Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.ITG0505,PENGUJI PENJAMINAN KUALITAS PERANGKAT LUNAK MUDA (ASSOCIATE SOFTWARE QA TESTER),ICAICT509A,Gather Data To Identify Business Requirements (Mengumpulkan Data untuk Mengidentifikasi Persyaratan Bisnis),Berlaku,Nomor 22 Tahun 2019
TIK.ITG0505,PENGUJI PENJAMINAN KUALITAS PERANGKAT LUNAK MUDA (ASSOCIATE SOFTWARE QA TESTER),ICAICT510A,Determine appropriate IT strategies and solutions,,ICAICT
TIK.ITG0505,PENGUJI PENJAMINAN KUALITAS PERANGKAT LUNAK MUDA (ASSOCIATE SOFTWARE QA TESTER),ICANWK515A,Develop configuration management protocols,,ICANWK
TIK.ITG0505,PENGUJI PENJAMINAN KUALITAS PERANGKAT LUNAK MUDA (ASSOCIATE SOFTWARE QA TESTER),ICANWK534A,Monitor and troubleshoot virtual computing environments,,ICANWK
TIK.ITG0401,ASISTEN PENJAMINAN KUALITAS (QA ASSISTANT),ICAPMG501A,Manage IT Projects (Mengelola Proyek TI),Berlaku,Nomor 22 Tahun 2019
TIK.ITG0401,ASISTEN PENJAMINAN KUALITAS (QA ASSISTANT),ICAPRG502A,Manage a Project Using Software Management Tools (Mengelola Proyek Menggunakan Alat Manajemen Perangkat Lunak),Berlaku,Nomor 22 Tahun 2019
TIK.ITG0401,ASISTEN PENJAMINAN KUALITAS (QA ASSISTANT),ICAPRG516A,Develop integration blueprint for IT systems,,ICAPRG
TIK.ITG0401,ASISTEN PENJAMINAN KUALITAS (QA ASSISTANT),ICAPRG529A,Apply testing techniques for software development,,ICAPRG
TIK.ITG0402,ASISTEN SISTEM INFORMASI (INFORMATION SYSTEMS ASSISTANT),CUFPOS402A,Manage Media Assets (Mengelola Aset Media),Berlaku,Nomor 22 Tahun 2019
TIK.ITG0402,ASISTEN SISTEM INFORMASI (INFORMATION SYSTEMS ASSISTANT),ICADBS501A,Monitor and Improve Knowledge Management System,Berlaku,Nomor 22 Tahun 2019
TIK.ITG0402,ASISTEN SISTEM INFORMASI (INFORMATION SYSTEMS ASSISTANT),ICADBS503B,Create a Data Warehouse (Membuat sebuah Gudang Data),Berlaku,Nomor 22 Tahun 2019
TIK.ITG0402,ASISTEN SISTEM INFORMASI (INFORMATION SYSTEMS ASSISTANT),ICAICT507A,Select New Technology Models for Business (Memilih Model Teknologi Baru untuk Bisnis),Berlaku,Nomor 22 Tahun 2019
TIK.ITG0402,ASISTEN SISTEM INFORMASI (INFORMATION SYSTEMS ASSISTANT),ICASAS507A,Implement and evaluate systems for regulatory and standards compliance,,ICASAS
TIK.ITG0301,STAF AUDIT TI (IT AUDIT STAFF),M.70ATI00.010.1,Menyusun Dokumentasi Pelaksanaan Prosedur Audit Teknologi Informasi,Berlaku,Nomor 231 Tahun 2024
TIK.DEV0901,PEMIMPIN APLIKASI BISNIS (CHIEF BUSINESS APPLICATIONS OFFICER),ICAICT701A,Lead Research Into Identifying New Marketplace Opportunities (Memimpin Penelitian Dalam Mengidentifikasi Peluang Pasar Baru),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0901,PEMIMPIN APLIKASI BISNIS (CHIEF BUSINESS APPLICATIONS OFFICER),BSBINN601B,Manage Organizational Change (Mengelola Perubahan Organisasi),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0901,PEMIMPIN APLIKASI BISNIS (CHIEF BUSINESS APPLICATIONS OFFICER),BSBINN801,Lead Innovative Thinking and Practice (Memimpin Pemikiran dan Praktek Inovatif),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0901,PEMIMPIN APLIKASI BISNIS (CHIEF BUSINESS APPLICATIONS OFFICER),ICADBS602A,Develop a Knowledge Management Strategy (Mengembangkan Strategi Manajemen Pengetahuan),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0901,PEMIMPIN APLIKASI BISNIS (CHIEF BUSINESS APPLICATIONS OFFICER),ICAPMG501A,Manage IT Projects (Mengelola Proyek TI),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0901,PEMIMPIN APLIKASI BISNIS (CHIEF BUSINESS APPLICATIONS OFFICER),BSBWOR502B,Ensure Team Effectiveness (Memastikan Efektifas Tim),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0901,PEMIMPIN APLIKASI BISNIS (CHIEF BUSINESS APPLICATIONS OFFICER),BSBMGT608C,Manage Innovation and Continuous Improvement (Mengelola Inovasi dan Peningkatan Berkelanjutan),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0901,PEMIMPIN APLIKASI BISNIS (CHIEF BUSINESS APPLICATIONS OFFICER),ICAICT402A,Determine Project Specifications and Secure Client Agreement (Menenentukan Spesifikasi Proyek dan Mengamankan Perjanjian Klien),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0901,PEMIMPIN APLIKASI BISNIS (CHIEF BUSINESS APPLICATIONS OFFICER),ICANWK527B,Manage an Enterprise Virtual Computing Environment (Mengelola Lingkungan Komputasi Virtual Perusahaan),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),BSBREL701A,Develop and cultivate collaborative partnerships and relationships (Mengembangkan dan Membina Kemitraan dan Hubungan Kolaboratif),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),ICAICT701A,Lead Research Into Identifying New Marketplace Opportunities (Memimpin Penelitian Dalam Mengidentifikasi Peluang Pasar Baru),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),ICAICT706A,Direct Outsourced ICT Services (Memimpin Layanan ICT Yang Dialihdayakan),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),ICAPMG501A,Manage IT Projects (Mengelola Proyek TI),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),BSBMGT608C,Manage Innovation and Continuous Improvement (Mengelola Inovasi dan Peningkatan Berkelanjutan),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),BSBINN801,Lead Innovative Thinking and Practice (Memimpin Pemikiran dan Praktek Inovatif),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),BSBSUS501A,Develop Workplace Policy and Procedures for Sustainability (Mengembangkan Kebijakan dan Prosedur di Tempat Kerja untuk Keberlanjutan),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),J.620200.008.01,Menyusun Roadmap dan Komponen Arsitektur Data,Berlaku,Nomor 90 Tahun 2015
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),J.620200.011.01,Menyusun Roadmap dan Komponen Arsitektur Aplikasi,Berlaku,Nomor 90 Tahun 2015
TIK.DEV0902,PEMIMPIN TEKNOLOGI (CHIEF TECHNOLOGY OFFICER),J.620200.014.01,Menyusun Roadmap dan Komponen Arsitektur Teknologi,Berlaku,Nomor 90 Tahun 2015
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.62SQA00.003.1,Menentukan Lingkup Quality Assurance untuk Proses Pengembangan Perangkat Lunak,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.62SQA00.012.1,Mengevaluasi Pelaksanaan Penjaminan Kualitas Perangkat Lunak,Berlaku,Nomor 47 Tahun 2017
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.001.01,Menganalisis Tools,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.004.02,Menggunakan Struktur Data,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.005.01,Mengimplementasikan User Interface,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.006.01,Merancang User Experience,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.007.01,Mengimplementasikan Rancangan Entitas dan Keterkaitan antar Entitas,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.013.01,Menerapkan Pemecahan Permasalahan Menjadi Subrutin,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.014.01,Menerapkan Metode dan Praktik Penggunaan Kembali (Reusable) Subrutin-subrutin,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.015.01,"Menyusun Fungsi, File atau Sumber Daya Pemrograman yang Lain dalam Organisasi yang Rapi",Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.016.01,Menulis Kode dengan Prinsip sesuai Guidelines dan Best Practices,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.018.02,Mengimplementasikan Pemrograman Berorientasi Objek,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.019.02,Menggunakan Library atau Komponen Pre-Existing,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.022.02,Mengimplementasikan Algoritma Pemrograman,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.023.02,Membuat Dokumen Kode Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.025.02,Melakukan Debugging,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.026.01,Menggunakan Source Code Versioning,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.031.01,Melakukan Profiling Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.032.01,Melakukan Code Review,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.034.02,Melaksanakan Pengujian Integrasi Program,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.035.02,Melaksanakan Pengujian Program Sistem,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.037.01,Melaksanakan Stress Test,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.038.01,Melaksanakan Pengujian Oleh Pengguna (UAT),Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.039.02,Memberikan Petunjuk Teknis Kepada Pelanggan,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.040.01,Membuat Paket Instalasi Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.042.01,"Melakukan Konfigurasi Perangkat Lunak Sesuai Environment (Development, Staging, Production)",Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.043.01,Menganalisis Dampak Perubahan Terhadap Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.044.01,Menerapkan Alert Notification Jika Aplikasi Bermasalah,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.045.01,Melakukan Pemantauan Resource yang Digunakan Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.620100.046.01,Melakukan Logging Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0801,KEPALA PEMROGRAM (LEAD PROGRAMMER),J.62090.011.01,Menerapkan Standar-Standar Keamanan Informasi yang Berlaku,Dicabut,Nomor 55 Tahun 2015
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.001.01,Menganalisis Tools,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.002.01,Menganalisis Skalabilitas Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.003.01,"Melakukan Identifikasi Library, Komponen atau Framework yang Diperlukan",Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.006.01,Merancang User Experience,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.008.01,Merancang Arsitektur Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.028.02,Menerapkan Pemrograman Real Time,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.032.01,Melakukan Code Review,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.036.02,Melaksanakan Pengujian Kode Program Secara Statis,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.038.01,Melaksanakan Pengujian Oleh Pengguna (UAT),Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.041.01,Melaksanakan Cutover Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.043.01,Menganalisis Dampak Perubahan Terhadap Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.044.01,Menerapkan Alert Notification Jika Aplikasi Bermasalah,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.045.01,Melakukan Pemantauan Resource yang Digunakan Aplikasi,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.620100.047.01,Melakukan Pembaharuan Perangkat Lunak,Berlaku,Nomor 282 Tahun 2016
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.62090.011.01,Menerapkan Standar-Standar Keamanan Informasi yang Berlaku,Dicabut,Nomor 55 Tahun 2015
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.62090.018.01,Mengelola Risiko Keamanan Informasi,Dicabut,Nomor 55 Tahun 2015
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.612000.026.01,Merancang Spesifikasi Teknis Smartphone/Tablet Sesuai Kebutuhan Pengguna,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0714,PEMROGRAM MOBILE (MOBILE PROGRAMMER),J.612000.018.01,Merancang Penggunaan dan Pengembangan Mobile API,Berlaku,Nomor 458 Tahun 2015
TIK.DEV0702,MANAJER REKAYASA PERANGKAT LUNAK (SOFTWARE ENGINEERING MANAGER),BSBINN601B,Manage Organizational Change (Mengelola Perubahan Organisasi),Berlaku,Nomor 22 Tahun 2019
TIK.DEV0702,MANAJER REKAYASA PERANGKAT LUNAK (SOFTWARE ENGINEERING MANAGER),BSBMGT608C,Manage Innovation and Continuous Improvement (Mengelola Inovasi dan Peningkatan Berkelanjutan),Berlaku,Nomor 22 Tahun 2019
